Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
5583-SXDAG,Male,41,No,No,Yes,No,0,United States,California,Alhambra,91803,34.074736,-118.145959,30635,Q3,Yes,1,1,Offer E,Yes,19.15,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.0,70.0,0.0,10,19.15,99.15,3,Churned,Yes,90,4094,Other,Don't know
7563-BIUPC,Male,30,No,No,No,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,No,0,5,Offer E,Yes,5.78,No,Yes,Fiber Optic,52,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.6,415.55,36.44,40,28.9,448.01,2,Churned,Yes,69,5715,Competitor,Competitor made better offer
2321-OMBXY,Female,55,No,No,Yes,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,Yes,1,38,Offer C,Yes,42.14,No,Yes,DSL,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.3,3058.65,0.0,0,1601.32,4659.97,1,Churned,Yes,81,2071,Other,Don't know
4322-RCYMT,Male,63,No,No,Yes,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,Yes,1,68,Offer A,Yes,29.18,Yes,Yes,DSL,18,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,75.8,5293.95,0.0,90,1984.24,7368.19,3,Churned,Yes,81,4903,Competitor,Competitor made better offer
2034-GDRCN,Female,47,No,No,No,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,No,0,2,Offer E,Yes,10.53,No,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,168.2,0.0,0,21.06,189.26,3,Churned,Yes,76,4157,Other,Don't know
0219-YTZUE,Male,26,Yes,No,Yes,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,Yes,5,4,Offer E,Yes,28.77,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0.0,0,115.08,486.98,3,Churned,Yes,73,4939,Competitor,Competitor made better offer
1010-DIAUQ,Male,54,No,No,No,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,No,0,5,Offer E,Yes,20.86,No,Yes,Fiber Optic,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.5,492.55,0.0,0,104.3,596.85,3,Churned,Yes,91,5383,Competitor,Competitor made better offer
0259-GBZSH,Male,22,Yes,No,No,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,No,0,2,Offer E,Yes,40.43,Yes,Yes,Cable,27,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,0.0,0,80.86,262.36,1,Churned,Yes,73,3878,Competitor,Competitor made better offer
9601-BRXPO,Female,48,No,No,Yes,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,Yes,1,25,Offer C,Yes,8.91,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,2566.5,0.0,0,222.75,2789.25,3,Churned,Yes,66,3642,Competitor,Competitor made better offer
6905-NIQIN,Male,26,Yes,No,No,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,No,0,1,Offer E,Yes,14.78,No,Yes,DSL,59,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,50.65,50.65,0.0,0,14.78,65.42999999999999,1,Churned,Yes,76,2431,Competitor,Competitor made better offer
5167-ZFFMM,Male,64,No,No,No,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,No,0,1,Offer E,Yes,8.56,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.85,90.85,0.0,0,8.56,99.41,3,Churned,Yes,81,3424,Competitor,Competitor made better offer
6599-CEBNN,Female,63,No,No,No,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,No,0,34,Offer C,Yes,1.55,No,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.95,2524.45,0.0,0,52.7,2577.1499999999996,3,Churned,Yes,94,5795,Competitor,Competitor made better offer
0979-PHULV,Male,30,No,No,Yes,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,Yes,2,69,Offer A,Yes,48.8,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.45,7007.6,0.0,0,3367.2,10374.8,3,Churned,Yes,80,4020,Competitor,Competitor made better offer
4110-PFEUZ,Female,54,No,No,No,No,0,United States,California,Daggett,92327,34.875144,-116.821698,678,Q3,No,0,1,Offer E,Yes,29.78,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.55,69.55,0.0,0,29.78,99.33,1,Churned,Yes,73,2792,Competitor,Competitor had better devices
0256-LTHVJ,Female,58,No,No,Yes,No,0,United States,California,Ludlow,92338,34.702766,-116.093376,23,Q3,Yes,1,28,Offer C,Yes,16.85,No,Yes,Fiber Optic,13,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0.0,0,471.80000000000007,2698.9,1,Churned,Yes,91,5201,Competitor,Competitor had better devices
0880-TKATG,Male,21,Yes,No,Yes,No,0,United States,California,Lucerne Valley,92356,34.508417,-116.856103,5256,Q3,Yes,3,4,Offer E,Yes,9.56,Yes,Yes,Fiber Optic,48,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,385.9,0.0,0,38.24,424.14,1,Churned,Yes,84,4417,Competitor,Competitor had better devices
4640-UHDOS,Female,60,No,No,Yes,No,0,United States,California,Phelan,92371,34.441123,-117.537886,12463,Q3,Yes,3,13,Offer D,Yes,19.05,No,Yes,DSL,27,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.95,734.35,0.0,0,247.65,982.0,1,Churned,Yes,91,4498,Competitor,Competitor had better devices
2359-KMGLI,Male,52,No,No,No,No,0,United States,California,Running Springs,92382,34.186211,-117.07683,5395,Q3,No,0,24,Offer C,Yes,49.3,Yes,Yes,Fiber Optic,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,1861.5,0.0,0,1183.1999999999998,3044.7,1,Churned,Yes,77,4418,Competitor,Competitor had better devices
6227-HWPWX,Female,40,No,No,No,No,0,United States,California,Victorville,92392,34.486835,-117.362274,63235,Q3,No,0,15,Offer D,Yes,4.67,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.0,994.8,0.0,0,70.05,1064.85,1,Churned,Yes,73,5671,Competitor,Competitor had better devices
8205-OTCHB,Male,51,No,No,No,No,0,United States,California,Riverside,92506,33.930931,-117.361788,42425,Q3,No,0,22,Offer D,No,0.0,No,Yes,DSL,16,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,43.75,903.6,0.0,0,0.0,903.6,3,Churned,Yes,66,3099,Dissatisfaction,Network reliability
7783-YKGDV,Female,49,No,No,No,No,0,United States,California,March Air Reserve Base,92518,33.888323,-117.277533,1005,Q3,No,0,12,Offer D,Yes,16.07,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.7,1238.45,0.0,0,192.84,1431.29,1,Churned,Yes,76,2538,Price,Lack of affordable download/upload speed
6825-UYPFK,Female,47,No,No,No,No,0,United States,California,Sun City,92586,33.707483,-117.200006,18161,Q3,No,0,23,Offer D,Yes,27.61,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.6,1758.6,0.0,0,635.03,2393.63,1,Churned,Yes,81,2115,Dissatisfaction,Network reliability
8397-MVTAZ,Male,22,Yes,No,Yes,No,0,United States,California,Sun City,92587,33.69887,-117.25071,13151,Q3,Yes,2,34,Offer C,Yes,23.09,Yes,Yes,Fiber Optic,52,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.05,3480.0,0.0,20,785.06,4285.0599999999995,3,Churned,Yes,72,2568,Other,Poor expertise of online support
9282-IZGQK,Female,51,No,No,No,No,0,United States,California,Irvine,92612,33.643095,-117.810896,41062,Q3,No,0,1,Offer E,Yes,30.52,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,85.0,0.0,0,30.52,115.52,3,Churned,Yes,80,5679,Other,Don't know
1342-JPNKI,Male,33,No,No,No,No,0,United States,California,Lake Forest,92630,33.644849,-117.684254,59176,Q3,No,0,10,Offer D,Yes,5.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,834.1,0.0,0,59.2,893.3000000000001,3,Churned,Yes,85,2966,Other,Don't know
2817-NTQDO,Male,52,No,No,No,No,0,United States,California,Huntington Beach,92646,33.666301,-117.969501,56517,Q3,No,0,13,Offer D,No,0.0,No,Yes,DSL,17,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,45.55,597.0,0.0,0,0.0,597.0,3,Churned,Yes,74,4856,Dissatisfaction,Poor expertise of online support
6986-IJDHX,Male,29,Yes,No,Yes,No,0,United States,California,Huntington Beach,92648,33.679659,-118.016195,42663,Q3,Yes,5,39,Offer C,Yes,40.25,No,Yes,Fiber Optic,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.3,3266.0,0.0,0,1569.75,4835.75,1,Churned,Yes,91,3364,Competitor,Competitor had better devices
5301-GAUUY,Male,31,No,No,No,No,0,United States,California,Newport Beach,92661,33.601309,-117.902304,4242,Q3,No,0,32,Offer C,Yes,1.49,Yes,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,2596.15,0.0,0,47.68,2643.83,1,Churned,Yes,92,5974,Competitor,Competitor had better devices
0939-YAPAF,Female,44,No,No,No,No,0,United States,California,Santa Ana,92701,33.748478,-117.858918,58157,Q3,No,0,35,Offer C,Yes,10.49,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,3527.6,0.0,0,367.15,3894.75,3,Churned,Yes,72,2744,Competitor,Competitor offered higher download speeds
0719-SYFRB,Female,52,No,No,No,No,0,United States,California,Norco,92860,33.925833,-117.559639,22443,Q3,No,0,12,Offer D,Yes,36.24,Yes,Yes,DSL,30,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,61.65,713.75,0.0,0,434.88,1148.63,1,Churned,Yes,67,5670,Competitor,Competitor offered higher download speeds
6543-CPZMK,Male,32,No,No,Yes,No,0,United States,California,Ventura,93001,34.360261,-119.306383,32899,Q3,Yes,1,9,Offer E,No,0.0,No,Yes,DSL,9,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.95,248.95,0.0,10,0.0,258.95,2,Churned,Yes,83,2573,Competitor,Competitor offered more data
4765-OXPPD,Female,20,Yes,No,Yes,No,0,United States,California,Ventura,93003,34.279221,-119.221437,46894,Q3,Yes,1,9,Offer E,Yes,6.35,No,Yes,Cable,69,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,65.0,663.05,0.0,0,57.15,720.1999999999999,1,Churned,Yes,76,3983,Competitor,Competitor offered more data
0195-IESCP,Male,26,Yes,No,Yes,No,0,United States,California,Armona,93202,36.315979,-119.710852,2872,Q3,Yes,1,10,Offer D,Yes,2.02,Yes,Yes,Fiber Optic,82,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,0.0,100,20.2,975.5,3,Churned,Yes,75,3573,Competitor,Competitor offered more data
0970-ETWGE,Male,38,No,No,No,No,0,United States,California,Bodfish,93205,35.523991,-118.400432,1954,Q3,No,0,1,Offer E,Yes,42.46,No,Yes,Cable,27,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,89.55,0.0,0,42.46,132.01,2,Churned,Yes,91,4996,Competitor,Competitor had better devices
0887-HJGAR,Male,57,No,No,No,No,0,United States,California,Coalinga,93210,36.186867,-120.387793,18036,Q3,No,0,1,Offer E,Yes,5.55,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.7,45.7,0.0,0,5.55,51.25,3,Churned,Yes,95,2295,Competitor,Competitor offered higher download speeds
2024-BASKD,Female,23,Yes,No,No,No,0,United States,California,Exeter,93221,36.301689,-119.018233,13333,Q3,No,0,1,Offer E,Yes,22.16,No,Yes,Fiber Optic,47,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.6,74.6,0.0,10,22.16,106.76,3,Churned,Yes,94,3860,Competitor,Competitor offered more data
5650-VDUDS,Female,48,No,No,No,No,0,United States,California,Kernville,93238,35.852892,-118.397782,1873,Q3,No,0,4,Offer E,No,0.0,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.25,96.05,0.0,0,0.0,96.05,2,Churned,Yes,93,2038,Competitor,Competitor made better offer
7538-GWHML,Female,52,No,No,No,No,0,United States,California,Lemon Cove,93244,36.462671,-118.997291,293,Q3,No,0,2,Offer E,Yes,7.64,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65,145.15,0.0,0,15.28,160.43,2,Churned,Yes,80,2323,Competitor,Competitor made better offer
3276-HDUEG,Female,23,Yes,No,No,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,No,0,1,Offer E,Yes,32.86,Yes,Yes,Fiber Optic,58,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.05,75.05,0.0,0,32.86,107.91,2,Churned,Yes,78,4838,Competitor,Competitor made better offer
0822-GAVAP,Female,19,Yes,No,No,No,0,United States,California,Posey,93260,35.861928,-118.636698,266,Q3,No,0,2,Offer E,No,0.0,No,Yes,DSL,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,62.25,0.0,0,0.0,62.25,1,Churned,Yes,65,3146,Competitor,Competitor made better offer
1448-PWKYE,Male,48,No,No,Yes,No,0,United States,California,Shafter,93263,35.490705,-119.286833,15177,Q3,Yes,1,1,Offer E,Yes,35.71,No,Yes,Cable,3,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.0,80.0,0.0,0,35.71,115.71,1,Churned,Yes,88,2046,Competitor,Competitor had better devices
2276-YDAVZ,Female,63,No,No,No,No,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,No,0,3,Offer E,Yes,26.52,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.1,270.7,0.0,0,79.56,350.26,3,Churned,Yes,92,4965,Competitor,Competitor made better offer
7133-VBDCG,Female,54,No,No,No,No,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,No,0,25,Offer C,Yes,26.81,No,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,2015.35,0.0,0,670.25,2685.6,2,Churned,Yes,91,4535,Competitor,Competitor made better offer
5138-WVKYJ,Male,51,No,No,No,No,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,No,0,10,Offer D,Yes,27.57,Yes,Yes,Fiber Optic,13,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.55,1008.55,0.0,0,275.7,1284.25,1,Churned,Yes,93,3658,Competitor,Competitor made better offer
2037-XJFUP,Male,24,Yes,No,Yes,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,Yes,1,33,Offer C,Yes,41.8,No,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,95.8,3036.75,0.0,60,1379.4,4476.15,2,Churned,Yes,76,4161,Competitor,Competitor made better offer
3009-JWMPU,Male,58,No,No,No,No,0,United States,California,Five Points,93624,36.397745,-120.119911,1852,Q3,No,0,62,Offer B,Yes,22.64,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.75,6125.4,0.0,0,1403.68,7529.08,2,Churned,Yes,92,5016,Attitude,Attitude of service provider
4289-DTDKW,Male,54,No,No,Yes,No,0,United States,California,Madera,93637,36.902954,-120.194274,28434,Q3,Yes,1,40,Offer B,Yes,22.56,Yes,Yes,Cable,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.3,4113.1,0.0,0,902.4,5015.5,1,Churned,Yes,70,2576,Competitor,Competitor had better devices
1820-TQVEV,Male,27,Yes,No,No,No,0,United States,California,Madera,93638,37.004068,-119.930027,49247,Q3,No,0,1,Offer E,Yes,49.43,No,Yes,Fiber Optic,48,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0.0,0,49.43,118.98,2,Churned,Yes,76,3042,Attitude,Attitude of support person
2239-JALAW,Male,20,Yes,No,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,No,0,58,Offer B,Yes,44.5,Yes,Yes,Fiber Optic,47,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.25,6017.65,0.0,0,2581.0,8598.65,1,Churned,Yes,74,6105,Competitor,Competitor made better offer
4853-RULSV,Male,25,Yes,No,No,No,0,United States,California,Miramonte,93641,36.696759,-119.024051,571,Q3,No,0,70,Offer A,Yes,12.19,Yes,Yes,Fiber Optic,42,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.0,7250.15,0.0,0,853.3,8103.45,1,Churned,Yes,80,4544,Attitude,Attitude of service provider
6275-YDUVO,Female,62,No,No,No,No,0,United States,California,Orosi,93647,36.600185,-119.175655,9780,Q3,No,0,2,Offer E,Yes,24.05,No,Yes,Fiber Optic,27,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,86.2,178.7,0.0,0,48.1,226.8,3,Churned,Yes,95,2969,Attitude,Attitude of service provider
3104-OWCGK,Male,21,Yes,No,Yes,No,0,United States,California,South Dos Palos,93665,36.959731,-120.653519,343,Q3,Yes,1,60,Offer B,Yes,33.25,No,Yes,Fiber Optic,52,No,Yes,Yes,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,90.95,5453.4,0.0,0,1995.0,7448.4,3,Churned,Yes,76,4111,Other,Moved
9101-BWFSS,Female,58,No,No,Yes,No,0,United States,California,Tollhouse,93667,36.993666,-119.348267,2633,Q3,Yes,1,50,Offer B,Yes,29.43,Yes,Yes,Fiber Optic,14,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.55,5610.7,0.0,0,1471.5,7082.2,2,Churned,Yes,82,4274,Other,Moved
6982-SSHFK,Male,45,No,No,No,No,0,United States,California,Fresno,93703,36.768774,-119.762633,31180,Q3,No,0,1,Offer E,Yes,32.44,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44.4,44.4,0.0,0,32.44,76.84,1,Churned,Yes,89,3522,Competitor,Competitor had better devices
3027-ZTDHO,Male,21,Yes,No,No,No,0,United States,California,Fresno,93721,36.732694,-119.783786,6848,Q3,No,0,1,Offer E,Yes,32.85,No,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,89.9,0.0,0,32.85,122.75,1,Churned,Yes,80,5951,Other,Don't know
2382-BCKQJ,Female,41,No,No,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,No,0,62,Offer B,Yes,32.58,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.15,6413.65,0.0,0,2019.96,8433.609999999999,3,Churned,Yes,91,5600,Competitor,Competitor made better offer
2207-NHRJK,Male,58,No,No,No,No,0,United States,California,Carmel,93923,36.460611,-121.852507,13121,Q3,No,0,1,Offer E,Yes,1.28,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.8,50.8,0.0,0,1.28,52.08,1,Churned,Yes,85,3718,Competitor,Competitor had better devices
9944-HKVVB,Female,55,No,No,No,No,0,United States,California,King City,93930,36.220761,-120.980777,14477,Q3,No,0,3,Offer E,Yes,47.62,No,Yes,Cable,29,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,307.4,0.0,0,142.86,450.26,1,Churned,Yes,77,5861,Competitor,Competitor had better devices
3671-SHRSP,Male,46,No,No,Yes,No,0,United States,California,Marina,93933,36.689582,-121.758398,21759,Q3,Yes,1,4,Offer E,Yes,14.3,No,Yes,Fiber Optic,2,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.6,319.15,0.0,0,57.2,376.35,3,Churned,Yes,86,3080,Competitor,Competitor offered more data
3313-QKNKB,Male,24,Yes,No,Yes,No,0,United States,California,Pebble Beach,93953,36.587497,-121.944815,4602,Q3,No,0,59,Offer B,Yes,6.91,Yes,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.55,5084.65,0.0,0,407.69,5492.339999999999,3,Churned,Yes,80,6304,Competitor,Competitor offered more data
5073-WXOYN,Female,58,No,No,No,No,0,United States,California,Belmont,94002,37.509366,-122.306132,25566,Q3,No,0,60,Offer B,No,0.0,No,Yes,Cable,5,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,3027.4,0.0,0,0.0,3027.4,2,Churned,Yes,67,4941,Competitor,Competitor offered more data
7549-MYGPK,Female,48,No,No,Yes,No,0,United States,California,Mountain View,94040,37.380662,-122.086022,32143,Q3,Yes,3,63,Offer B,Yes,8.98,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,100.55,6215.35,0.0,0,565.74,6781.09,2,Churned,Yes,79,5413,Price,Price too high
3804-RVTGV,Male,55,No,No,Yes,No,0,United States,California,Mountain View,94043,37.419725,-122.062947,27822,Q3,Yes,6,50,Offer B,Yes,42.21,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5017.9,0.0,0,2110.5,7128.4,2,Churned,Yes,91,5812,Price,Price too high
7294-TMAOP,Female,30,No,No,No,No,0,United States,California,Castro Valley,94546,37.708327,-122.083473,41698,Q3,No,0,1,Offer E,Yes,15.44,No,Yes,Fiber Optic,51,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,90.55,90.55,0.0,60,15.44,165.99,2,Churned,Yes,72,2627,Competitor,Competitor made better offer
2834-JRTUA,Male,30,No,No,No,No,0,United States,California,Martinez,94553,38.014457,-122.115432,46677,Q3,No,0,71,Offer A,Yes,49.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,0.0,0,3508.82,11040.97,1,Churned,Yes,81,5200,Competitor,Competitor had better devices
5875-YPQFJ,Male,51,No,No,No,No,0,United States,California,Fremont,94555,37.555473,-122.080312,33883,Q3,No,0,1,Offer E,Yes,45.66,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0.0,0,45.66,115.56,3,Churned,Yes,84,5367,Competitor,Competitor offered higher download speeds
8603-IJWDN,Male,41,No,No,No,No,0,United States,California,Pinole,94564,37.996462,-122.293716,16717,Q3,No,0,1,Offer E,Yes,5.43,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,86.6,0.0,0,5.43,92.03,3,Churned,Yes,93,5228,Competitor,Competitor offered higher download speeds
3842-IYKUE,Female,28,Yes,No,No,No,0,United States,California,San Leandro,94579,37.687264,-122.15728,19815,Q3,No,0,35,Offer C,Yes,45.14,Yes,Yes,Fiber Optic,41,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,85.3,2917.5,23.89,130,1579.9,4603.51,2,Churned,Yes,88,2455,Competitor,Competitor offered more data
6641-XRPSU,Female,61,No,No,No,No,0,United States,California,San Lorenzo,94580,37.676249,-122.132415,26240,Q3,No,0,34,Offer C,Yes,4.66,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.0,2416.1,11.0,0,158.44,2563.54,2,Churned,Yes,93,2318,Competitor,Competitor offered more data
8357-EQXFO,Female,46,No,No,No,No,0,United States,California,Union City,94587,37.59485,-122.051521,66472,Q3,No,0,7,Offer E,Yes,48.36,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,660.9,34.29,0,338.52,965.13,2,Churned,Yes,92,3077,Competitor,Competitor made better offer
8818-XYFCQ,Male,39,No,No,Yes,No,0,United States,California,Walnut Creek,94598,37.916648,-122.008483,26022,Q3,Yes,1,32,Offer C,Yes,33.57,Yes,Yes,Fiber Optic,26,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.55,3204.65,35.82,110,1074.24,4353.07,1,Churned,Yes,71,5026,Competitor,Competitor made better offer
8436-BJUMM,Male,62,No,No,Yes,No,0,United States,California,Albany,94706,37.890274,-122.295192,15882,Q3,Yes,1,26,Offer C,Yes,35.9,Yes,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,2070.6,0.0,0,933.4,3004.0,3,Churned,Yes,84,2404,Competitor,Competitor offered higher download speeds
5669-SRAIP,Female,55,No,No,No,No,0,United States,California,Larkspur,94939,37.937082,-122.532369,6773,Q3,No,0,5,Offer E,No,0.0,No,Yes,DSL,2,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,39.5,210.75,39.27,0,0.0,171.48,2,Churned,Yes,93,2863,Competitor,Competitor offered higher download speeds
